1.653620,42.579520,Europe/Andorra,Europe/Andorra
1.491290,42.463720,Europe/Andorra,Europe/Andorra
1.733610,42.542770,Europe/Andorra,Europe/Andorra
1.533190,42.556230,Europe/Andorra,Europe/Andorra
1.534140,42.507290,Europe/Andorra,Europe/Andorra
1.514830,42.544990,Europe/Andorra,Europe/Andorra
1.580140,42.534740,Europe/Andorra,Europe/Andorra
1.597560,42.567600,Europe/Andorra,Europe/Andorra
1.484530,42.572050,Europe/Andorra,Europe/Andorra
1.525100,42.534650,Europe/Andorra,Europe/Andorra
1.521090,42.507790,Europe/Andorra,Europe/Andorra
1.502090,42.462450,Europe/Andorra,Europe/Andorra
55.555170,25.564730,Asia/Dubai,Asia/Dubai
55.943200,25.789530,Asia/Dubai,Asia/Dubai
56.362560,25.276230,Asia/Dubai,Asia/Dubai
56.106570,24.810890,Asia/Dubai,Asia/Dubai
56.341990,25.331320,Asia/Dubai,Asia/Dubai
56.354220,25.051300,Asia/Dubai,Asia/Dubai
55.807720,25.709100,Asia/Dubai,Asia/Dubai
56.261760,25.592460,Asia/Dubai,Asia/Dubai
56.272910,25.619550,Asia/Dubai,Asia/Dubai
56.083520,26.027900,Asia/Dubai,Asia/Dubai
56.127260,24.800730,Asia/Dubai,Asia/Dubai
56.341410,25.116410,Asia/Dubai,Asia/Dubai
55.760560,24.191670,Asia/Dubai,Asia/Dubai
56.247640,25.144790,Asia/Dubai,Asia/Dubai
55.327390,23.753550,Asia/Dubai,Asia/Dubai
55.670480,24.712420,Asia/Dubai,Asia/Dubai
55.746700,24.582420,Asia/Dubai,Asia/Dubai
55.884300,25.135180,Asia/Dubai,Asia/Dubai
55.591350,25.037630,Asia/Dubai,Asia/Dubai
55.777810,24.973550,Asia/Dubai,Asia/Dubai
55.686190,25.550730,Asia/Dubai,Asia/Dubai
69.734460,33.541490,Asia/Kabul,Asia/Kabul
70.728550,34.243480,Asia/Kabul,Asia/Kabul
61.860370,30.959620,Asia/Kabul,Asia/Kabul
69.611310,37.465720,Asia/Kabul,Asia/Kabul
66.400010,31.005750,Asia/Kabul,Asia/Kabul
69.912830,33.287440,Asia/Kabul,Asia/Kabul
71.109620,34.790230,Asia/Kabul,Asia/Kabul
63.004400,35.248000,Asia/Kabul,Asia/Kabul
66.043580,37.418530,Asia/Kabul,Asia/Kabul
68.780200,37.219590,Asia/Kabul,Asia/Kabul
70.472980,38.041190,Asia/Kabul,Asia/Kabul
70.804130,38.443500,Asia/Kabul,Asia/Kabul
70.764980,34.613410,Asia/Kabul,Asia/Kabul
71.522840,35.219950,Asia/Kabul,Asia/Kabul
71.047380,34.760090,Asia/Kabul,Asia/Kabul
69.781200,33.649160,Asia/Kabul,Asia/Kabul
71.038390,38.408560,Asia/Kabul,Asia/Kabul
69.996800,34.244940,Asia/Kabul,Asia/Kabul
69.421260,37.065880,Asia/Kabul,Asia/Kabul
70.218750,37.889650,Asia/Kabul,Asia/Kabul
70.006050,33.494800,Asia/Kabul,Asia/Kabul
69.920410,33.339510,Asia/Kabul,Asia/Kabul
72.318000,36.951270,Asia/Kabul,Asia/Kabul
65.758330,37.527500,Asia/Kabul,Asia/Kabul
70.182740,34.240880,Asia/Kabul,Asia/Kabul
70.718280,34.128190,Asia/Kabul,Asia/Kabul
70.762640,34.358220,Asia/Kabul,Asia/Kabul
61.066670,34.666670,Asia/Kabul,Asia/Kabul
68.936440,37.188970,Asia/Kabul,Asia/Kabul
69.443500,37.153900,Asia/Kabul,Asia/Kabul
69.166670,37.133330,Asia/Kabul,Asia/Kabul
69.452940,37.384140,Asia/Kabul,Asia/Kabul
71.419350,34.992490,Asia/Kabul,Asia/Kabul
70.926880,34.692460,Asia/Kabul,Asia/Kabul
69.919200,33.830030,Asia/Kabul,Asia/Kabul
69.816710,33.802980,Asia/Kabul,Asia/Kabul
70.872180,34.247490,Asia/Kabul,Asia/Kabul
69.645730,34.173550,Asia/Kabul,Asia/Kabul
69.479580,37.085710,Asia/Kabul,Asia/Kabul
71.358090,35.033330,Asia/Kabul,Asia/Kabul
71.533330,36.683330,Asia/Kabul,Asia/Kabul
71.146970,34.873110,Asia/Kabul,Asia/Kabul
70.067110,33.436200,Asia/Kabul,Asia/Kabul
69.719080,33.942530,Asia/Kabul,Asia/Kabul
70.278060,34.200110,Asia/Kabul,Asia/Kabul
67.639720,37.215280,Asia/Kabul,Asia/Kabul
69.086600,32.793310,Asia/Kabul,Asia/Kabul
71.098630,34.919140,Asia/Kabul,Asia/Kabul
71.274600,34.965970,Asia/Kabul,Asia/Kabul
70.448200,37.528450,Asia/Kabul,Asia/Kabul
70.558140,37.592330,Asia/Kabul,Asia/Kabul
70.616170,37.473550,Asia/Kabul,Asia/Kabul
70.707780,34.125830,Asia/Kabul,Asia/Kabul
69.373080,32.977040,Asia/Kabul,Asia/Kabul
-61.843290,17.120960,America/Antigua,America/Antigua
-61.819620,17.113370,America/Antigua,America/Antigua
-61.800000,17.116670,America/Antigua,America/Antigua
-61.770460,17.096820,America/Antigua,America/Antigua
-61.790520,17.041410,America/Antigua,America/Antigua
-61.781360,17.027410,America/Antigua,America/Antigua
-61.824370,17.639400,America/Antigua,America/Antigua
-61.874660,17.065650,America/Antigua,America/Antigua
-61.793030,17.066710,America/Antigua,America/Antigua
-63.149410,18.171910,America/Anguilla,America/Anguilla
-63.057830,18.217040,America/Anguilla,America/Anguilla
-63.041780,18.207990,America/Anguilla,America/Anguilla
-63.022380,18.215000,America/Anguilla,America/Anguilla
-63.046070,18.220260,America/Anguilla,America/Anguilla
-63.087790,18.192010,America/Anguilla,America/Anguilla
-63.089980,18.201180,America/Anguilla,America/Anguilla
-63.044010,18.229190,America/Anguilla,America/Anguilla
-63.078470,18.205420,America/Anguilla,America/Anguilla
-63.010200,18.256010,America/Anguilla,America/Anguilla
-63.066500,18.199390,America/Anguilla,America/Anguilla
-63.000000,18.233330,America/Anguilla,America/Anguilla
-63.093750,18.176480,America/Anguilla,America/Anguilla
-63.013290,18.221040,America/Anguilla,America/Anguilla
20.054440,39.728330,Europe/Tirane,Europe/Tirane
20.004770,39.875340,Europe/Tirane,Europe/Tirane
20.092220,39.910280,Europe/Tirane,Europe/Tirane
20.195280,39.732780,Europe/Tirane,Europe/Tirane
20.121940,39.789170,Europe/Tirane,Europe/Tirane
20.181390,39.658890,Europe/Tirane,Europe/Tirane
20.358330,39.907780,Europe/Tirane,Europe/Tirane
20.058330,39.906390,Europe/Tirane,Europe/Tirane
20.168610,39.836110,Europe/Tirane,Europe/Tirane
20.097780,39.951110,Europe/Tirane,Europe/Tirane
20.079170,39.858610,Europe/Tirane,Europe/Tirane
20.681390,40.891390,Europe/Tirane,Europe/Tirane
20.552500,42.050560,Europe/Tirane,Europe/Tirane
20.776940,40.796940,Europe/Tirane,Europe/Tirane
20.008890,40.006670,Europe/Tirane,Europe/Tirane
20.462220,40.954720,Europe/Tirane,Europe/Tirane
20.639170,40.963330,Europe/Tirane,Europe/Tirane
20.535560,41.411110,Europe/Tirane,Europe/Tirane
20.553060,40.913330,Europe/Tirane,Europe/Tirane
20.421670,41.690830,Europe/Tirane,Europe/Tirane
20.423060,41.005280,Europe/Tirane,Europe/Tirane
20.470000,41.337220,Europe/Tirane,Europe/Tirane
20.408330,41.801110,Europe/Tirane,Europe/Tirane
20.366390,40.107220,Europe/Tirane,Europe/Tirane
20.423610,41.530000,Europe/Tirane,Europe/Tirane
20.434170,42.040560,Europe/Tirane,Europe/Tirane
